,Subject,Timepoint,Subgraph_Index,Number_R2,Image_R2,Word_R2
247,0,1,87,0.8373168094062322,0.6150276550448814,0.21786654439321146
248,0,1,88,0.8198167479130141,0.6046384739180855,0.2208261976221604
249,0,1,89,0.8066135906181222,0.6150541801966124,0.22526863896181218
250,0,1,90,0.7885163802625087,0.6062028066244567,0.21479750179030035
251,0,1,91,0.7204203146084707,0.5431550616864356,0.1857877058102767
252,0,1,92,0.8593636897721775,0.614450030443635,0.218666069761016
253,0,1,93,0.8433115468594495,0.6129292996380089,0.20927505255537507
254,0,1,94,0.8355312822330082,0.6208092106174068,0.2122758412514865
255,0,1,95,0.7600918515693965,0.587921671044402,0.2111945675774706
256,0,1,96,0.8452655199082539,0.6198799381544133,0.21722011288816995
257,0,1,97,0.8226298816511091,0.6128624758362662,0.2155701151193908
258,0,1,98,0.8352687210199602,0.6158273167613131,0.2326899939684025
259,0,1,99,0.8374115684663415,0.619886483669726,0.22281672797620278
260,0,1,100,0.8313163494388127,0.6207956335983291,0.23150447021911028
261,0,1,101,0.8271463365106445,0.6129031103150063,0.21262838563773342
262,0,1,102,0.828834934967901,0.6029664468536551,0.21603194195708786
263,0,1,103,0.8452245703778682,0.6144569919140307,0.22502025496349373
264,0,1,104,0.8461486691622928,0.6124198715530434,0.2218319198763458
265,0,1,105,0.8032453028682286,0.5975486845436814,0.2112272495745724
266,0,1,106,0.8190120953456401,0.6057783600439793,0.21325046511227272
267,0,1,107,0.8200271753393855,0.6017269179778122,0.2076575287395127
268,0,1,108,0.8266490568765491,0.6048383909801471,0.2224777325155174
269,0,1,109,0.8709026470900729,0.6185184987386344,0.21997564282225163
270,0,1,110,0.8589407736382444,0.6187235681236908,0.23514830672923318
271,0,1,111,0.7746505078158056,0.5855691841441862,0.2141596582829514
272,0,1,112,0.8439002749101101,0.6192129418957688,0.219844950561055
273,0,1,113,0.8069592254188865,0.6062169272792375,0.21087673818238833
274,0,1,114,0.8130342895069398,0.6046506975392911,0.22695268114339653
275,0,1,115,0.794199654436273,0.6062135526334392,0.21835690754748263
276,0,1,116,0.806905978609474,0.6016065128798239,0.215183998306814
277,0,1,117,0.8037123945191439,0.6079085549344181,0.20923600572104864
278,0,1,118,0.8320221429136636,0.6165921316000053,0.22470024899184707
279,0,1,119,0.8255848856595662,0.6110925440529498,0.21656779472665139
280,0,1,120,0.7936428034103897,0.6057330568313021,0.2101049318255934
281,0,1,121,0.6844929423823566,0.5310697589695593,0.17299207272199213
282,0,1,122,0.815266738632546,0.6030272949179126,0.21620609287028134
283,0,1,123,0.7589775186287784,0.5968414488090293,0.2172313791048423
284,0,1,124,0.8365763760820093,0.6061853939521089,0.21825685660964506
285,0,1,125,0.8032718764034366,0.6030253860648306,0.2089818410958961
286,0,1,126,0.8199697153615568,0.6057459183006296,0.22077901913020984
